CustomerID,Age,AnnualIncome,SpendingScore,Cluster
338,31,107374,93,3
339,38,17482,89,1
340,65,39442,33,2
341,37,48719,49,2
342,25,73066,96,4
343,24,108501,35,3
344,20,17079,44,1
345,34,17717,90,1
346,50,74676,11,4
347,65,42952,99,2
348,29,101444,72,3
349,68,57460,78,2
350,39,105397,74,3
351,39,87847,66,0
352,63,108607,46,3
353,47,104106,9,3
354,55,33449,3,1
355,55,48536,85,2
356,62,79077,26,4
357,68,53258,72,2
358,25,63302,48,4
359,44,43865,66,2
360,44,21645,70,1
361,51,53000,28,2
362,38,41737,93,2
363,47,26485,26,1
364,50,53565,25,2
365,45,40522,12,2
366,64,80155,5,0
367,50,70168,98,4
368,22,67487,48,4
369,65,27342,37,1
370,36,55806,79,2
371,21,63770,44,4
372,52,93623,100,0
373,66,118177,15,3
374,34,114785,43,3
375,61,90629,48,0
376,45,67603,87,4
377,47,96974,70,0
378,46,41399,46,2
379,63,100382,43,3
380,23,96244,21,0
381,52,91534,23,0
382,58,70106,80,4
383,54,45678,47,2
384,41,91218,15,0
385,46,78230,25,4
386,66,89055,36,0
387,63,71373,75,4
388,48,46480,51,2
389,52,100230,15,3
390,50,83836,68,0
391,69,87258,21,0
392,38,54986,13,2
393,49,39160,86,2
394,40,100595,19,3
395,50,116358,34,3
396,20,94111,78,0
397,35,79929,68,0
398,42,88506,52,0
399,59,49911,27,2
400,48,102127,29,3
401,20,46821,28,2
402,57,90039,35,0
403,63,75535,8,4
404,41,99458,16,0
405,67,27175,36,1
406,49,69771,30,4
407,64,101925,18,3
408,39,81358,2,0
409,40,32327,49,1
410,19,62057,77,4
411,44,21150,4,1
412,59,19425,90,1
413,19,31032,89,1
414,43,17198,94,1
415,34,75500,75,4
416,57,68394,7,4
417,50,35079,95,1
418,26,51220,74,2
419,60,56874,39,2
420,65,28859,13,1
421,56,65460,31,4
422,46,46419,71,2
423,59,23705,63,1
424,43,57880,56,2
425,52,38236,42,2
426,67,102955,61,3
427,42,100514,42,3
428,41,118145,56,3
429,30,30358,36,1
430,24,114713,84,3
431,53,109914,68,3
432,62,117870,7,3
433,37,91918,54,0
434,18,29596,1,1
435,25,48572,44,2
436,63,93757,45,0
437,33,16279,47,1
438,31,78197,13,4
439,29,77516,22,4
440,68,22083,21,1
441,40,32771,86,1
442,32,44975,92,2
443,45,60648,9,4
444,51,63285,26,4
445,19,34063,9,1
446,49,82642,15,0
447,40,105093,10,3
448,39,101143,88,3
449,68,52599,42,2
450,42,66920,72,4
451,39,43529,24,2
452,39,50954,80,2
453,66,42856,49,2
454,69,17573,26,1
455,59,93344,91,0
456,23,50367,37,2
457,32,117337,68,3
458,60,114608,50,3
459,54,75774,24,4
460,50,38752,19,2
461,25,70029,100,4
462,61,32685,60,1
463,61,66693,39,4
464,22,70961,74,4
465,56,91908,89,0
466,21,89532,18,0
467,23,96994,19,0
468,62,71133,36,4
469,49,112425,74,3
470,69,76268,97,4
471,47,107201,55,3
472,64,53243,69,2
473,52,72384,47,4
474,57,46653,49,2
475,69,41657,99,2
476,33,54952,98,2
477,30,37180,33,2
478,67,112432,21,3
479,59,93411,81,0
480,47,16622,22,1
481,36,63756,48,4
482,34,55809,37,2
483,36,31725,15,1
484,45,76396,35,4
485,43,66226,92,4
486,54,96182,71,0
487,43,97565,32,0
488,40,44402,11,2
489,26,19263,10,1
490,29,111523,73,3
491,18,61828,78,4
492,18,62924,77,4
493,64,89182,57,0
494,51,108065,25,3
495,49,74052,2,4
496,65,26664,64,1
497,42,50737,35,2
498,57,116332,7,3
499,62,104563,85,3
500,18,44373,18,2
501,33,51397,67,2
502,56,101145,42,3
503,22,116371,39,3
504,39,53709,41,2
505,46,76120,75,4
506,20,34250,24,1
507,29,36172,60,1
508,43,26555,46,1
509,33,102410,19,3
510,68,93617,68,0
511,54,68276,90,4
512,39,72492,42,4
513,46,68002,32,4
514,31,104599,39,3
515,45,87355,36,0
516,22,106248,97,3
517,64,39762,36,2
518,66,26046,3,1
519,47,111999,73,3
520,63,43769,8,2
521,69,68302,97,4
522,22,38150,70,2
523,29,83247,41,0
524,33,19853,68,1
525,43,109613,13,3
526,43,104399,49,3
527,65,36792,60,2
528,38,74129,2,4
529,56,89478,60,0
530,53,82298,5,0
531,50,46987,44,2
532,47,30850,27,1
533,54,27112,32,1
534,40,39058,21,2
535,27,60420,8,4
536,22,53890,72,2
537,53,81017,50,0
538,51,62304,67,4
539,69,47921,44,2
540,48,16524,58,1
541,27,115424,3,3
542,36,30048,86,1
543,49,50111,70,2
544,18,52904,2,2
545,22,69912,87,4
546,62,49008,44,2
547,21,15060,2,1
548,33,89666,81,0
549,41,98559,35,0
550,33,70337,98,4
551,19,28350,87,1
552,66,39354,30,2
553,45,60186,8,4
554,49,43145,22,2
555,44,49020,44,2
556,37,101123,58,3
557,41,90186,36,0
558,29,100469,69,3
559,67,35581,77,1
560,52,103929,93,3
561,50,38051,31,2
562,50,66474,47,4
563,68,106748,55,3
564,60,84626,80,0
565,54,21960,62,1
566,29,50772,30,2
567,20,36520,55,2
568,18,64481,16,4
569,50,51408,12,2
570,57,109006,17,3
571,27,72134,16,4
572,60,35491,12,1
573,61,16341,8,1
574,46,59623,84,4
575,30,105327,3,3
576,29,15338,16,1
577,48,86431,30,0
578,63,27254,23,1
579,19,66860,92,4
580,68,26344,5,1
581,67,16750,84,1
582,52,69756,65,4
583,40,82957,30,0
584,34,73053,21,4
585,43,85855,84,0
586,25,30896,70,1
587,46,70761,22,4
588,43,77552,82,4
589,27,92454,72,0
590,43,105600,32,3
591,51,42935,33,2
592,68,52641,16,2
593,58,44711,76,2
594,24,85342,38,0
595,21,27182,98,1
596,67,102833,14,3
597,62,71276,36,4
598,28,34541,97,1
599,46,109457,23,3
600,53,97310,66,0
601,42,59813,85,4
602,38,52198,2,2
603,53,23820,91,1
604,27,39070,73,2
605,54,84768,65,0
606,26,26122,75,1
607,41,95559,67,0
608,52,88543,52,0
609,66,98441,62,0
610,52,56786,23,2
611,65,109934,26,3
612,53,114804,68,3
613,35,21737,82,1
614,66,51062,55,2
615,56,69237,6,4
616,49,66571,35,4
617,41,40510,22,2
618,40,34426,43,1
619,49,52265,15,2
620,54,32850,86,1
621,29,81150,60,0
622,66,102312,12,3
623,30,104613,49,3
624,40,89910,42,0
625,42,67375,38,4
626,52,50435,82,2
627,58,111443,45,3
628,47,72132,35,4
629,34,93945,30,0
630,66,97050,88,0
631,37,110402,30,3
632,65,17983,78,1
633,42,112241,6,3
634,39,35662,67,1
635,30,38510,80,2
636,36,93187,7,0
637,66,55998,52,2
638,53,71846,14,4
639,29,109071,73,3
640,58,21640,15,1
641,36,59547,21,4
642,29,69620,35,4
643,26,30317,66,1
644,24,22564,91,1
645,45,42345,2,2
646,31,109223,35,3
647,48,94273,82,0
648,69,89859,78,0
649,36,95765,20,0
650,64,89038,82,0
651,33,67393,10,4
652,22,81081,25,0
653,52,117650,66,3
654,29,44430,25,2
655,42,90532,54,0
656,69,42788,33,2
657,38,110505,36,3
658,53,63543,95,4
659,40,28919,14,1
660,33,84346,65,0
661,56,111122,80,3
662,62,54974,54,2
663,59,31371,52,1
664,56,60084,3,4
665,31,44629,99,2
666,48,66184,41,4
667,22,76916,6,4
668,52,88972,25,0
669,40,77187,13,4
670,46,27984,98,1
671,60,48039,8,2
672,28,100431,21,3
673,35,98691,98,0
674,64,73606,68,4
675,29,25616,25,1
676,26,117665,79,3
677,27,65072,68,4
678,61,39574,45,2
679,34,18430,60,1
680,55,27676,12,1
681,24,25816,32,1
682,63,47733,96,2
683,30,100680,92,3
684,57,17050,13,1
685,59,48933,31,2
686,26,39951,78,2
687,67,47413,20,2
688,44,49801,18,2
689,19,70619,93,4
690,22,47913,60,2
691,46,55600,63,2
692,54,72775,6,4
693,55,105816,32,3
694,36,105093,93,3
695,25,50400,43,2
696,65,19494,2,1
697,62,95688,60,0
698,18,104431,23,3
699,39,89691,83,0
700,69,112419,31,3
701,34,58001,5,2
702,24,82364,83,0
703,42,60028,34,4
704,62,112659,10,3
705,21,52573,89,2
706,53,15806,2,1
707,23,71638,11,4
708,48,44757,50,2
709,36,49636,31,2
710,61,95097,56,0
711,56,63280,79,4
712,44,39262,73,2
713,27,95435,87,0
714,43,77211,83,4
715,36,69842,9,4
716,56,71979,99,4
717,20,96470,21,0
718,62,53197,73,2
719,30,56844,28,2
720,67,79754,62,0
721,45,116868,7,3
722,37,49157,80,2
723,45,92129,16,0
724,25,55042,97,2
725,58,76665,4,4
726,56,97856,4,0
727,18,42376,40,2
728,20,70554,17,4
729,30,29199,52,1
730,45,96412,93,0
731,66,65948,52,4
732,42,88781,36,0
733,50,87750,38,0
734,55,81262,50,0
735,23,61600,63,4
736,61,91898,63,0
737,62,77483,62,4
738,49,33297,99,1
739,62,45448,7,2
740,64,41172,27,2
741,38,57874,92,2
742,33,22657,86,1
743,38,99386,14,0
744,28,40425,71,2
745,54,41685,86,2
746,53,39578,5,2
747,52,43831,55,2
748,36,22906,2,1
749,37,76413,62,4
750,35,69028,91,4
751,64,22287,21,1
752,58,48660,79,2
753,66,90758,21,0
754,31,75504,10,4
755,32,74720,87,4
756,48,117979,58,3
757,18,49701,39,2
758,20,98300,5,0
759,33,32674,65,1
760,40,98560,13,0
761,28,38874,85,2
762,29,58642,90,4
763,27,112820,85,3
764,49,80160,53,0
765,33,32602,82,1
766,25,118320,45,3
767,55,103801,32,3
768,29,40931,36,2
769,41,109377,81,3
770,45,44192,99,2
771,25,61542,60,4
772,45,57520,11,2
773,53,79772,63,0
774,43,73762,21,4
775,25,65106,52,4
776,67,96121,55,0
777,45,40559,26,2
778,45,48742,68,2
779,54,84669,34,0
780,58,95199,52,0
781,53,36754,82,2
782,44,18972,99,1
783,34,85831,93,0
784,26,56873,52,2
785,50,109661,29,3
786,37,24903,38,1
787,30,18020,42,1
788,45,56755,21,2
789,65,100956,42,3
790,46,101988,13,3
791,30,60648,64,4
792,63,118537,17,3
793,52,24516,9,1
794,23,17396,41,1
795,35,99082,1,0
796,68,34129,2,1
797,22,16591,60,1
798,64,26303,48,1
799,42,45561,29,2
800,19,86719,97,0
801,27,107108,10,3
802,47,114616,58,3
803,67,101231,60,3
804,62,22314,21,1
805,22,34623,28,1
806,50,82675,75,0
807,18,111826,34,3
808,35,80082,8,0
809,49,98624,59,0
810,64,48130,86,2
811,66,66756,72,4
812,28,112624,49,3
813,38,41292,79,2
814,43,101206,17,3
815,42,84274,60,0
816,39,17469,87,1
817,44,68947,88,4
818,66,37534,45,2
819,30,78620,83,4
820,50,63874,69,4
821,51,64708,32,4
822,58,89553,44,0
823,52,83344,65,0
824,18,64138,87,4
825,38,69302,8,4
826,65,62638,77,4
827,23,93249,72,0
828,45,17719,87,1
829,34,37890,43,2
830,22,92236,1,0
831,48,51509,51,2
832,22,57534,24,2
833,55,117302,99,3
834,20,107241,24,3
835,40,33787,17,1
836,54,63845,5,4
837,54,72932,20,4
838,27,107124,21,3
839,27,106659,58,3
840,36,48062,31,2
841,34,90713,100,0
842,38,102263,11,3
843,31,110756,52,3
844,26,75461,15,4
845,63,90418,83,0
846,18,81672,7,0
847,68,49832,28,2
848,62,46966,51,2
849,30,87545,58,0
850,21,27987,5,1
851,18,52311,5,2
852,66,46575,94,2
853,57,78852,96,4
854,49,16007,8,1
855,51,85981,64,0
856,45,91242,10,0
857,48,62517,38,4
858,25,44257,96,2
859,56,102272,92,3
860,43,57207,81,2
861,51,28281,95,1
862,20,76246,8,4
863,67,16435,25,1
864,29,113875,73,3
865,18,115686,66,3
866,61,106357,79,3
867,22,41660,50,2
868,47,20084,67,1
869,47,97197,49,0
870,34,28507,36,1
871,65,87595,68,0
872,64,98807,78,0
873,40,60539,41,4
874,32,22491,89,1
875,54,65192,62,4
876,38,95395,10,0
877,31,78888,21,4
878,19,88609,36,0
879,28,24077,12,1
880,68,35953,91,1
881,56,91919,2,0
882,55,82889,13,0
883,51,38821,53,2
884,55,52567,32,2
885,67,39860,95,2
886,51,36195,16,1
887,35,92475,32,0
888,47,105874,32,3
889,32,102266,98,3
890,44,36427,11,2
891,68,115732,10,3
892,51,42083,15,2
893,69,102046,17,3
894,55,72372,40,4
895,50,59064,18,4
896,41,22813,55,1
897,32,46598,73,2
898,47,108106,25,3
899,59,42082,59,2
900,68,44241,78,2
901,34,111214,89,3
902,22,59569,22,4
903,46,26745,30,1
904,21,41029,84,2
905,27,28025,85,1
906,34,116660,44,3
907,27,29288,32,1
908,34,104186,51,3
909,37,21540,46,1
910,41,112768,21,3
911,22,96958,99,0
912,51,83878,32,0
913,23,56846,94,2
914,19,116148,39,3
915,30,90932,12,0
916,60,32482,47,1
917,60,38411,18,2
918,65,65975,21,4
919,28,75545,13,4
920,68,93797,21,0
921,64,67307,8,4
922,40,18093,46,1
923,33,92258,7,0
924,48,37042,23,2
925,28,67930,96,4
926,33,59413,75,4
927,25,108623,86,3
928,21,112883,22,3
929,57,48756,89,2
930,21,68268,22,4
931,42,54214,92,2
932,20,96871,29,0
933,49,43602,13,2
934,20,68331,82,4
935,44,63901,2,4
936,46,114986,29,3
937,49,78416,85,4
938,67,47196,79,2
939,68,20626,52,1
940,36,22424,27,1
941,38,27857,50,1
942,22,34982,95,1
943,35,91961,79,0
944,45,16980,23,1
945,59,63290,88,4
946,39,41431,44,2
947,38,99976,77,3
948,23,97711,22,0
949,18,41385,43,2
950,22,53158,37,2
951,58,38019,61,2
952,29,33639,97,1
953,43,100530,56,3
954,63,114911,3,3
955,51,36563,63,2
956,66,54341,19,2
957,31,20776,23,1
958,43,51444,29,2
959,62,83916,30,0
960,44,23711,39,1
961,26,89318,25,0
962,43,97970,8,0
963,64,100553,58,3
964,39,45707,16,2
965,64,54110,72,2
966,47,76788,1,4
967,60,97879,5,0
968,65,53827,3,2
969,34,20655,65,1
970,43,59859,4,4
971,53,68625,99,4
972,18,67098,96,4
973,25,30251,64,1
974,66,15526,98,1
975,52,83760,89,0
976,69,62837,10,4
977,32,26536,21,1
978,64,43541,46,2
979,39,94083,91,0
980,31,66027,27,4
981,43,49531,66,2
982,45,23712,41,1
983,40,119101,13,3
984,31,80455,9,0
985,41,89744,36,0
986,19,20109,86,1
987,62,64268,90,4
988,43,115737,58,3
989,31,69615,54,4
990,68,97503,12,0
991,24,44759,81,2
992,20,100708,78,3
993,64,75112,14,4
994,40,117471,34,3
995,63,41589,53,2
996,60,45015,20,2
997,64,44009,75,2
998,62,98309,16,0
999,35,77046,95,4
1000,55,41143,70,2
